Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Study_Sleep_Balance,Practice_Effectiveness,Extracurricular_Impact
0.7751877124443853,1.7041756537686745,1,1.4562046070089618,-1.2497539385692344,91.0,1.5606254684852727,-0.9957487666589774,1.4652296382227492
-0.3834805837706292,0.7239126763316359,0,-1.492294232808325,-0.9009821531844677,65.0,-0.8531443878986108,-0.7011253400858629,-0.8016744324058825
1.16141047784939,-1.0636256942888462,1,0.27680507108204705,-0.9009821531844677,45.0,1.2011278303004391,-0.9821507623556028,1.7890730768839824
0.002742181634375661,-1.0059631662043145,1,-0.9025944648448677,-0.9009821531844677,36.0,-0.3909331388038246,-0.9730854261533533,0.8175427609002831
0.7751877124443853,0.3202749797399142,0,0.8665048390455045,0.14533320296983213,66.0,1.2011278303004391,0.2552676292514778,-0.8016744324058825
-0.769703349175634,0.49326256399350926,0,1.4562046070089618,0.49410498835459876,61.0,-0.2882195278938721,0.6768057626560876,-0.8016744324058825
0.7751877124443853,0.20494992357085082,1,-0.9025944648448677,0.49410498835459876,63.0,0.12263491574593788,0.5408257196223425,1.4652296382227492
1.16141047784939,-1.4096008627960364,1,-1.492294232808325,0.49410498835459876,42.0,-0.031435500618990864,-0.22066252136663017,1.7890730768839824
0.002742181634375661,0.43560003590897756,0,0.8665048390455045,-0.9009821531844677,61.0,0.37941894302081913,-0.7464520210971113,-0.8016744324058825
-0.3834805837706292,1.1275503729233578,0,-1.492294232808325,-1.598525723954001,69.0,-0.8531443878986108,-1.4444829086703364,-0.8016744324058825
1.16141047784939,1.242875429092421,0,-1.492294232808325,0.14533320296983213,84.0,-0.031435500618990864,0.6178810773414648,-0.8016744324058825
1.16141047784939,0.550925092078041,0,-0.3128946968814103,-0.9009821531844677,73.0,0.7902733866606291,-0.728321348692612,-0.8016744324058825
-0.769703349175634,-1.2942758066269728,0,1.4562046070089618,-0.9009821531844677,27.0,-0.2882195278938721,-1.0184121071646015,-0.8016744324058825
0.3889649470393805,-1.2942758066269728,0,-1.492294232808325,-0.9009821531844677,33.0,-0.4422899442588008,-1.0184121071646015,-0.8016744324058825
